ensembl_gene_id,ppaniscus_homolog_ensembl_gene,ptroglodytes_homolog_ensembl_gene,ggallus_homolog_ensembl_gene,mmusculus_homolog_ensembl_gene,ggorilla_homolog_ensembl_gene,mdomestica_homolog_ensembl_gene,pabelii_homolog_ensembl_gene,oanatinus_homolog_ensembl_gene,mmulatta_homolog_ensembl_gene
ENSG00000167208,ENSPPAG00000031596,ENSPTRG00000008105,ENSGALG00000038374,ENSMUSG00000031662,ENSGGOG00000042612,ENSMODG00000013071,ENSPPYG00000007342,ENSOANG00000013396,ENSMMUG00000019869
ENSG00000168286,ENSPPAG00000009407,ENSPTRG00000049481,ENSGALG00000030657,ENSMUSG00000036442,ENSGGOG00000013846,ENSMODG00000005522,ENSPPYG00000007471,ENSOANG00000006140,ENSMMUG00000013240
ENSG00000172775,ENSPPAG00000023809,ENSPTRG00000008148,ENSGALG00000021473,ENSMUSG00000031774,ENSGGOG00000003938,ENSMODG00000013492,ENSPPYG00000007382,ENSOANG00000006892,ENSMMUG00000013492
ENSG00000172840,ENSPPAG00000001912,ENSPTRG00000047529,ENSGALG00000005146,ENSMUSG00000048371,ENSGGOG00000012328,ENSMODG00000006788,ENSPPYG00000007430,ENSOANG00000015274,ENSMMUG00000016726
ENSG00000176387,ENSPPAG00000035249,ENSPTRG00000008230,ENSGALG00000028326,ENSMUSG00000031891,ENSGGOG00000012970,ENSMODG00000005929,ENSPPYG00000007457,ENSOANG00000009417,ENSMMUG00000008034
ENSG00000181938,ENSPPAG00000035000,ENSPTRG00000008179,ENSGALG00000031209,ENSMUSG00000031669,ENSGGOG00000028093,ENSMODG00000014145,ENSPPYG00000007407,ENSOANG00000012112,ENSMMUG00000009109
ENSG00000182810,ENSPPAG00000036971,ENSPTRG00000008258,ENSGALG00000003415,ENSMUSG00000045538,ENSGGOG00000001220,ENSMODG00000005303,ENSPPYG00000007481,ENSOANG00000003551,ENSMMUG00000010836
ENSG00000182885,ENSPPAG00000037883,ENSPTRG00000008164,ENSGALG00000040627,ENSMUSG00000060470,ENSGGOG00000008456,ENSMODG00000014021,ENSPPYG00000007395,ENSOANG00000004684,ENSMMUG00000015690
ENSG00000196123,ENSPPAG00000003682,ENSPTRG00000031185,ENSGALG00000001779,ENSMUSG00000014837,ENSGGOG00000023625,ENSMODG00000006203,ENSPPYG00000007443,ENSOANG00000000799,ENSMMUG00000020266
ENSG00000196155,ENSPPAG00000043758,ENSPTRG00000008225,ENSGALG00000023898,ENSMUSG00000014782,ENSGGOG00000015950,ENSMODG00000005997,ENSPPYG00000007451,ENSOANG00000010958,ENSMMUG00000001514
ENSG00000205336,ENSPPAG00000027907,ENSPTRG00000031199,ENSGALG00000037939,ENSMUSG00000031785,ENSGGOG00000008446,ENSMODG00000014011,ENSPPYG00000007394,ENSOANG00000004685,ENSMMUG00000015689
ENSG00000040199,ENSPPAG00000039108,ENSPTRG00000008326,ENSGALG00000000875,ENSMUSG00000031732,ENSGGOG00000008841,ENSMODG00000002299,ENSPPYG00000007526,ENSOANG00000008185,ENSMMUG00000012007
ENSG00000051523,ENSPPAG00000017054,ENSPTRG00000008458,ENSGALG00000029367,ENSMUSG00000006519,ENSGGOG00000012534,ENSMODG00000004220,ENSPPYG00000007641,ENSOANG00000009702,ENSMMUG00000014325
ENSG00000064270,ENSPPAG00000029149,ENSPTRG00000008417,ENSGALG00000035743,ENSMUSG00000034112,ENSGGOG00000015486,ENSMODG00000004827,ENSPPYG00000007605,ENSOANG00000011340,ENSMMUG00000013542
ENSG00000065457,ENSPPAG00000035006,ENSPTRG00000008363,ENSGALG00000000908,ENSMUSG00000031949,ENSGGOG00000014665,ENSMODG00000002203,ENSPPYG00000007566,ENSOANG00000008178,ENSMMUG00000005751
ENSG00000086696,ENSPPAG00000037971,ENSPTRG00000008397,ENSGALG00000005467,ENSMUSG00000031844,ENSGGOG00000016637,ENSMODG00000015163,ENSPPYG00000007591,ENSOANG00000011332,ENSMMUG00000037580
ENSG00000090857,ENSPPAG00000034305,ENSPTRG00000046001,ENSGALG00000002690,ENSMUSG00000033624,ENSGGOG00000009314,ENSMODG00000014604,ENSPPYG00000007547,ENSOANG00000001154,ENSMMUG00000023147
ENSG00000090861,ENSPPAG00000040404,ENSPTRG00000008297,ENSGALG00000001965,ENSMUSG00000031960,ENSGGOG00000008737,ENSMODG00000014518,ENSPPYG00000007544,ENSOANG00000001157,ENSMMUG00000021653
ENSG00000102908,ENSPPAG00000042556,ENSPTRG00000008283,ENSGALG00000039300,ENSMUSG00000003847,ENSGGOG00000006817,ENSMODG00000002743,ENSPPYG00000007507,ENSOANG00000002367,ENSMMUG00000018255
ENSG00000102967,ENSPPAG00000039835,ENSPTRG00000008333,ENSGALG00000000802,ENSMUSG00000031730,ENSGGOG00000013030,ENSMODG00000002480,ENSPPYG00000007520,ENSOANG00000006391,ENSMMUG00000023312
ENSG00000102984,ENSPPAG00000027597,ENSPTRG00000008328,ENSGALG00000000817,ENSMUSG00000031728,ENSGGOG00000005863,ENSMODG00000002425,ENSPPYG00000007523,ENSOANG00000008189,ENSMMUG00000016716
ENSG00000103018,ENSPPAG00000031655,ENSPTRG00000008282,ENSGALG00000000660,ENSMUSG00000031924,ENSGGOG00000015031,ENSMODG00000002749,ENSPPYG00000007506,ENSOANG00000002366,ENSMMUG00000012039
ENSG00000103043,ENSPPAG00000028066,ENSPTRG00000008313,ENSGALG00000002458,ENSMUSG00000010936,ENSGGOG00000013079,ENSMODG00000014308,ENSPPYG00000007534,ENSOANG00000001165,ENSMMUG00000020421
ENSG00000103089,ENSPPAG00000012442,ENSPTRG00000008350,ENSGALG00000002775,ENSMUSG00000033579,ENSGGOG00000013529,ENSMODG00000014640,ENSPPYG00000007552,ENSOANG00000012891,ENSMMUG00000008381
ENSG00000103091,ENSPPAG00000032813,ENSPTRG00000008351,ENSGALG00000002798,ENSMUSG00000031959,ENSGGOG00000014559,ENSMODG00000014658,ENSPPYG00000007553,ENSOANG00000012892,ENSMMUG00000023471
ENSG00000103154,ENSPPAG00000019159,ENSPTRG00000008406,ENSGALG00000003309,ENSMUSG00000031837,ENSGGOG00000036485,ENSMODG00000005038,ENSPPYG00000007596,ENSOANG00000013780,ENSMMUG00000029071
ENSG00000103160,ENSPPAG00000038992,ENSPTRG00000008409,ENSGALG00000003273,ENSMUSG00000034189,ENSGGOG00000016026,ENSMODG00000004950,ENSPPYG00000007598,ENSOANG00000011393,ENSMMUG00000045253
ENSG00000103168,ENSPPAG00000039257,ENSPTRG00000008411,ENSGALG00000025868,ENSMUSG00000031832,ENSGGOG00000000942,ENSMODG00000004921,ENSPPYG00000007600,ENSOANG00000031158,ENSMMUG00000008569
ENSG00000103175,ENSPPAG00000034770,ENSPTRG00000008415,ENSGALG00000005503,ENSMUSG00000023336,ENSGGOG00000013828,ENSMODG00000004832,ENSPPYG00000007604,ENSOANG00000011339,ENSMMUG00000004442
ENSG00000103187,ENSPPAG00000033762,ENSPTRG00000008419,ENSGALG00000017644,ENSMUSG00000031827,ENSGGOG00000036489,ENSMODG00000004760,ENSPPYG00000007607,ENSOANG00000011343,ENSMMUG00000007039
ENSG00000103196,ENSPPAG00000007486,ENSPTRG00000008422,ENSGALG00000032143,ENSMUSG00000031825,ENSGGOG00000002690,ENSMODG00000004706,ENSPPYG00000007610,ENSOANG00000008301,ENSMMUG00000011245
ENSG00000103248,ENSPPAG00000040098,ENSPTRG00000008440,ENSGALG00000033322,ENSMUSG00000031816,ENSGGOG00000014557,ENSMODG00000004537,ENSPPYG00000007624,ENSOANG00000003740,ENSMMUG00000019500
ENSG00000103335,ENSPPAG00000033313,ENSPTRG00000008463,ENSGALG00000043725,ENSMUSG00000014444,ENSGGOG00000012587,ENSMODG00000004122,ENSPPYG00000007647,ENSOANG00000009343,ENSMMUG00000007254
ENSG00000124391,ENSPPAG00000002106,ENSPTRG00000008457,ENSGALG00000028465,ENSMUSG00000046108,ENSGGOG00000012533,ENSMODG00000004230,ENSPPYG00000007640,ENSOANG00000011367,ENSMMUG00000014324
ENSG00000132603,ENSPPAG00000000218,ENSPTRG00000051089,ENSGALG00000000650,ENSMUSG00000031917,ENSGGOG00000022785,ENSMODG00000002782,ENSPPYG00000007503,ENSOANG00000009999,ENSMMUG00000046403
ENSG00000132613,ENSPPAG00000013648,ENSPTRG00000008310,ENSGALG00000002467,ENSMUSG00000033763,ENSGGOG00000013069,ENSMODG00000014319,ENSPPYG00000007536,ENSOANG00000001163,ENSMMUG00000020416
ENSG00000135686,ENSPPAG00000035707,ENSPTRG00000008420,ENSGALG00000005651,ENSMUSG00000031828,ENSGGOG00000012990,ENSMODG00000004755,ENSPPYG00000007608,ENSOANG00000011344,ENSMMUG00000011243
ENSG00000135697,ENSPPAG00000013810,ENSPTRG00000008389,ENSGALG00000005408,ENSMUSG00000031845,ENSGGOG00000000237,ENSMODG00000015217,ENSPPYG00000007587,ENSOANG00000009859,ENSMMUG00000047071
ENSG00000135698,ENSPPAG00000040858,ENSPTRG00000008398,ENSGALG00000031983,ENSMUSG00000031843,ENSGGOG00000001405,ENSMODG00000015131,ENSPPYG00000007592,ENSOANG00000011334,ENSMMUG00000022575
ENSG00000135709,ENSPPAG00000035287,ENSPTRG00000008425,ENSGALG00000025938,ENSMUSG00000031824,ENSGGOG00000016647,ENSMODG00000004641,ENSPPYG00000007612,ENSOANG00000011353,ENSMMUG00000011893
ENSG00000140836,ENSPPAG00000033950,ENSPTRG00000008340,ENSGALG00000000713,ENSMUSG00000038872,ENSGGOG00000012083,ENSMODG00000002600,ENSPPYG00000007513,ENSOANG00000005084,ENSMMUG00000021041
ENSG00000140876,ENSPPAG00000039743,ENSPTRG00000008373,ENSGALG00000034395,ENSMUSG00000031767,ENSGGOG00000017049,ENSMODG00000008089,ENSPPYG00000007573,ENSOANG00000032220,ENSMMUG00000011795
ENSG00000140945,ENSPPAG00000039487,ENSPTRG00000008400,ENSGALG00000005483,ENSMUSG00000031841,ENSGGOG00000012330,ENSMODG00000015029,ENSPPYG00000007593,ENSOANG00000011335,ENSMMUG00000020114
ENSG00000140950,ENSPPAG00000036424,ENSPTRG00000008418,ENSGALG00000033137,ENSMUSG00000034105,ENSGGOG00000000868,ENSMODG00000004773,ENSPPYG00000007606,ENSOANG00000011342,ENSMMUG00000018961
ENSG00000140961,ENSPPAG00000026986,ENSPTRG00000008404,ENSGALG00000003323,ENSMUSG00000074063,ENSGGOG00000042062,ENSMODG00000005049,ENSPPYG00000007595,ENSOANG00000001979,ENSMMUG00000014219
ENSG00000140968,ENSPPAG00000035056,ENSPTRG00000008435,ENSGALG00000005757,ENSMUSG00000041515,ENSGGOG00000028251,ENSMODG00000004572,ENSPPYG00000007620,ENSOANG00000003741,ENSMMUG00000008125
ENSG00000141012,ENSPPAG00000026750,ENSPTRG00000008467,ENSGALG00000039673,ENSMUSG00000015027,ENSGGOG00000012641,ENSMODG00000003976,ENSPPYG00000007653,ENSOANG00000000442,ENSMMUG00000012430
ENSG00000141101,ENSPPAG00000040257,ENSPTRG00000008285,ENSGALG00000000693,ENSMUSG00000003848,ENSGGOG00000025456,ENSMODG00000002677,ENSPPYG00000007509,ENSOANG00000029166,ENSMMUG00000006506
ENSG00000153786,ENSPPAG00000038789,ENSPTRG00000008424,ENSGALG00000042522,ENSMUSG00000031823,ENSGGOG00000016638,ENSMODG00000004646,ENSPPYG00000007611,ENSOANG00000011352,ENSMMUG00000020674
ENSG00000153815,ENSPPAG00000042404,ENSPTRG00000008393,ENSGALG00000038494,ENSMUSG00000034390,ENSGGOG00000000035,ENSMODG00000015208,ENSPPYG00000007738,ENSOANG00000011329,ENSMMUG00000041581
ENSG00000154099,ENSPPAG00000024772,ENSPTRG00000008410,ENSGALG00000003258,ENSMUSG00000031831,ENSGGOG00000000941,ENSMODG00000004944,ENSPPYG00000007599,ENSOANG00000013371,ENSMMUG00000008568
ENSG00000157350,ENSPPAG00000042167,ENSPTRG00000052488,ENSGALG00000002651,ENSMUSG00000031749,ENSGGOG00000008822,ENSMODG00000014408,ENSPPYG00000007542,ENSOANG00000001158,ENSMMUG00000015977
ENSG00000157353,ENSPPAG00000028024,ENSPTRG00000008303,ENSGALG00000002648,ENSMUSG00000033703,ENSGGOG00000005949,ENSMODG00000014392,ENSPPYG00000007541,ENSOANG00000001159,ENSMMUG00000003174
ENSG00000157368,ENSPPAG00000043575,ENSPTRG00000008309,ENSGALG00000028466,ENSMUSG00000031750,ENSGGOG00000013065,ENSMODG00000014322,ENSPPYG00000007538,ENSOANG00000001162,ENSMMUG00000020415
ENSG00000158717,ENSPPAG00000037295,ENSPTRG00000008461,ENSGALG00000007272,ENSMUSG00000014470,ENSGGOG00000012566,ENSMODG00000004160,ENSPPYG00000007645,ENSOANG00000010115,ENSMMUG00000029068
ENSG00000166451,ENSPPAG00000036057,ENSPTRG00000008383,ENSGALG00000013494,ENSMUSG00000031756,ENSGGOG00000002868,ENSMODG00000015271,ENSPPYG00000007582,ENSOANG00000011086,ENSMMUG00000013082
ENSG00000166454,ENSPPAG00000017223,ENSPTRG00000008384,ENSGALG00000040475,ENSMUSG00000047388,ENSGGOG00000013004,ENSMODG00000015266,ENSPPYG00000007583,ENSOANG00000011087,ENSMMUG00000013086
ENSG00000166558,ENSPPAG00000027952,ENSPTRG00000008407,ENSGALG00000003302,ENSMUSG00000034224,ENSGGOG00000003919,ENSMODG00000005002,ENSPPYG00000007697,ENSOANG00000013779,ENSMMUG00000029070
ENSG00000166747,ENSPPAG00000031149,ENSPTRG00000008327,ENSGALG00000000848,ENSMUSG00000031731,ENSGGOG00000004800,ENSMODG00000002407,ENSPPYG00000007524,ENSOANG00000008186,ENSMMUG00000010878
ENSG00000166816,ENSPPAG00000000820,ENSPTRG00000008353,ENSGALG00000023828,ENSMUSG00000031958,ENSGGOG00000010634,ENSMODG00000014671,ENSPPYG00000007555,ENSOANG00000014184,ENSMMUG00000022037
ENSG00000167513,ENSPPAG00000035604,ENSPTRG00000008465,ENSGALG00000013784,ENSMUSG00000006585,ENSGGOG00000012628,ENSMODG00000004053,ENSPPYG00000007651,ENSOANG00000013903,ENSMMUG00000013823
ENSG00000168418,ENSPPAG00000041465,ENSPTRG00000008414,ENSGALG00000005502,ENSMUSG00000045246,ENSGGOG00000001556,ENSMODG00000004854,ENSPPYG00000007603,ENSOANG00000011338,ENSMMUG00000000540
ENSG00000171724,ENSPPAG00000027927,ENSPTRG00000008374,ENSGALG00000013225,ENSMUSG00000046844,ENSGGOG00000009496,ENSMODG00000008102,ENSPPYG00000007574,ENSOANG00000015098,ENSMMUG00000011797
ENSG00000172137,ENSPPAG00000041681,ENSPTRG00000008320,ENSGALG00000026903,ENSMUSG00000003657,ENSGGOG00000017027,ENSMODG00000014262,ENSPPYG00000029672,ENSOANG00000001170,ENSMMUG00000008403
ENSG00000172530,ENSPPAG00000030703,ENSPTRG00000048876,ENSGALG00000005872,ENSMUSG00000025316,ENSGGOG00000001149,ENSMODG00000004350,ENSPPYG00000007742,ENSOANG00000003732,ENSMMUG00000009473
ENSG00000181019,ENSPPAG00000033488,ENSPTRG00000008284,ENSGALG00000023437,ENSMUSG00000003849,ENSGGOG00000003294,ENSMODG00000002707,ENSPPYG00000007508,ENSOANG00000005080,ENSMMUG00000019684
ENSG00000184860,ENSPPAG00000033148,ENSPTRG00000008396,ENSGALG00000005456,ENSMUSG00000034308,ENSGGOG00000013178,ENSMODG00000015169,ENSPPYG00000007590,ENSOANG00000011331,ENSMMUG00000020372
ENSG00000197943,ENSPPAG00000039636,ENSPTRG00000008395,ENSGALG00000033507,ENSMUSG00000034330,ENSGGOG00000017132,ENSMODG00000015196,ENSPPYG00000007589,ENSOANG00000032009,ENSMMUG00000005334
ENSG00000198373,ENSPPAG00000024904,ENSPTRG00000008288,ENSGALG00000000699,ENSMUSG00000031930,ENSGGOG00000004167,ENSMODG00000002655,ENSPPYG00000007510,ENSOANG00000005081,ENSMMUG00000048562
ENSG00000198650,ENSPPAG00000038577,ENSPTRG00000008324,ENSGALG00000000893,ENSMUSG00000001670,ENSGGOG00000004693,ENSMODG00000002265,ENSPPYG00000007528,ENSOANG00000031735,ENSMMUG00000002018
ENSG00000198931,ENSPPAG00000005769,ENSPTRG00000008466,ENSGALG00000031000,ENSMUSG00000006589,ENSGGOG00000012638,ENSMODG00000004041,ENSPPYG00000007652,ENSOANG00000002001,ENSMMUG00000013824
ENSG00000223224,ENSPPAG00000003612,ENSPTRG00000036308,ENSGALG00000025302,ENSMUSG00000077549,ENSGGOG00000029753,ENSMODG00000026027,ENSPPYG00000026582,ENSOANG00000017835,ENSMMUG00000034773
ENSG00000004660,ENSPPAG00000036390,ENSPTRG00000008579,ENSGALG00000001617,ENSMUSG00000020785,ENSGGOG00000003068,ENSMODG00000020509,ENSPPYG00000007824,ENSOANG00000013706,ENSMMUG00000020251
ENSG00000005100,ENSPPAG00000038926,ENSPTRG00000008632,ENSGALG00000001630,ENSMUSG00000040620,ENSGGOG00000002748,ENSMODG00000016649,ENSPPYG00000007871,ENSOANG00000002808,ENSMMUG00000006594
ENSG00000007168,ENSPPAG00000028431,ENSPTRG00000008551,ENSGALG00000005834,ENSMUSG00000020745,ENSGGOG00000005305,ENSMODG00000010776,ENSPPYG00000007796,ENSOANG00000015076,ENSMMUG00000020524
ENSG00000015413,ENSPPAG00000031919,ENSPTRG00000008482,ENSGALG00000006175,ENSMUSG00000019278,ENSGGOG00000006148,ENSMODG00000003545,ENSPPYG00000007666,ENSOANG00000004832,ENSMMUG00000014910
ENSG00000065320,ENSPPAG00000030222,ENSPTRG00000008752,ENSGALG00000023626,ENSMUSG00000020902,ENSGGOG00000011915,ENSMODG00000008479,ENSPPYG00000007969,ENSOANG00000005215,ENSMMUG00000045539
ENSG00000070366,ENSPPAG00000043296,ENSPTRG00000008544,ENSGALG00000003108,ENSMUSG00000038290,ENSGGOG00000017156,ENSMODG00000010622,ENSPPYG00000007790,ENSOANG00000030166,ENSMMUG00000023161
ENSG00000072818,ENSPPAG00000037176,ENSPTRG00000033884,ENSGALG00000040351,ENSMUSG00000001588,ENSGGOG00000001685,ENSMODG00000006852,ENSPPYG00000007909,ENSOANG00000013416,ENSMMUG00000006211
ENSG00000072849,ENSPPAG00000029561,ENSPTRG00000008634,ENSGALG00000041844,ENSMUSG00000018442,ENSGGOG00000010624,ENSMODG00000016643,ENSPPYG00000007872,ENSOANG00000000525,ENSMMUG00000006599
ENSG00000075399,ENSPPAG00000043316,ENSPTRG00000031104,ENSGALG00000023468,ENSMUSG00000001062,ENSGGOG00000010945,ENSMODG00000003493,ENSPPYG00000007672,ENSOANG00000004836,ENSMMUG00000002505
ENSG00000108405,ENSPPAG00000031419,ENSPTRG00000008580,ENSGALG00000001573,ENSMUSG00000020787,ENSGGOG00000026837,ENSMODG00000020506,ENSPPYG00000007825,ENSOANG00000003459,ENSMMUG00000008260
ENSG00000108528,ENSPPAG00000041545,ENSPTRG00000008614,ENSGALG00000029383,ENSMUSG00000014606,ENSGGOG00000000218,ENSMODG00000005358,ENSPPYG00000007848,ENSOANG00000001366,ENSMMUG00000002765
ENSG00000108963,ENSPPAG00000033985,ENSPTRG00000008542,ENSGALG00000003082,ENSMUSG00000078789,ENSGGOG00000009360,ENSMODG00000010575,ENSPPYG00000007788,ENSOANG00000002701,ENSMMUG00000010699
ENSG00000127804,ENSPPAG00000029944,ENSPTRG00000008550,ENSGALG00000014901,ENSMUSG00000010554,ENSGGOG00000009735,ENSMODG00000010765,ENSPPYG00000007795,ENSOANG00000008629,ENSMMUG00000022007
ENSG00000129197,ENSPPAG00000031332,ENSPTRG00000008630,ENSGALG00000001666,ENSMUSG00000018449,ENSGGOG00000002740,ENSMODG00000016652,ENSPPYG00000007868,ENSOANG00000022274,ENSMMUG00000010468
ENSG00000129221,ENSPPAG00000006089,ENSPTRG00000008640,ENSGALG00000005014,ENSMUSG00000040554,ENSGGOG00000013836,ENSMODG00000016628,ENSPPYG00000007876,ENSOANG00000010101,ENSMMUG00000017759
ENSG00000129910,ENSPPAG00000027473,ENSPTRG00000008473,ENSGALG00000030040,ENSMUSG00000031962,ENSGGOG00000011529,ENSMODG00000003842,ENSPPYG00000007660,ENSOANG00000006734,ENSMMUG00000012100
ENSG00000131165,ENSPPAG00000031215,ENSPTRG00000008483,ENSGALG00000006161,ENSMUSG00000000743,ENSGGOG00000012213,ENSMODG00000003517,ENSPPYG00000007667,ENSOANG00000004833,ENSMMUG00000014909
ENSG00000132359,ENSPPAG00000028423,ENSPTRG00000008553,ENSGALG00000033885,ENSMUSG00000038807,ENSGGOG00000012703,ENSMODG00000010843,ENSPPYG00000007798,ENSOANG00000010097,ENSMMUG00000022989
ENSG00000132376,ENSPPAG00000042486,ENSPTRG00000008525,ENSGALG00000002739,ENSMUSG00000006127,ENSGGOG00000007373,ENSMODG00000010327,ENSPPYG00000007772,ENSOANG00000002536,ENSMMUG00000002373
ENSG00000132382,ENSPPAG00000033921,ENSPTRG00000008593,ENSGALG00000001363,ENSMUSG00000040463,ENSGGOG00000006396,ENSMODG00000011112,ENSPPYG00000007834,ENSOANG00000005329,ENSMMUG00000022859
ENSG00000132386,ENSPPAG00000031887,ENSPTRG00000008537,ENSGALG00000003015,ENSMUSG00000000753,ENSGGOG00000000241,ENSMODG00000010515,ENSPPYG00000007783,ENSOANG00000010878,ENSMMUG00000022194
ENSG00000132388,ENSPPAG00000034118,ENSPTRG00000040524,ENSGALG00000001441,ENSMUSG00000020794,ENSGGOG00000011057,ENSMODG00000024678,ENSPPYG00000007831,ENSOANG00000001220,ENSMMUG00000005080
ENSG00000133026,ENSPPAG00000035931,ENSPTRG00000008746,ENSGALG00000001183,ENSMUSG00000020900,ENSGGOG00000013864,ENSMODG00000008180,ENSPPYG00000007963,ENSOANG00000020420,ENSMMUG00000023803
ENSG00000141013,ENSPPAG00000002914,ENSPTRG00000008501,ENSGALG00000000540,ENSMUSG00000040220,ENSGGOG00000016219,ENSMODG00000003292,ENSPPYG00000007682,ENSOANG00000002351,ENSMMUG00000000401
ENSG00000141252,ENSPPAG00000021761,ENSPTRG00000008507,ENSGALG00000042071,ENSMUSG00000017288,ENSGGOG00000010585,ENSMODG00000010127,ENSPPYG00000007757,ENSOANG00000002530,ENSMMUG00000003042
ENSG00000141258,ENSPPAG00000038859,ENSPTRG00000008548,ENSGALG00000005737,ENSMUSG00000038351,ENSGGOG00000002449,ENSMODG00000010704,ENSPPYG00000007793,ENSOANG00000008634,ENSMMUG00000017518
ENSG00000141485,ENSPPAG00000043873,ENSPTRG00000008648,ENSGALG00000005995,ENSMUSG00000020805,ENSGGOG00000000254,ENSMODG00000016620,ENSPPYG00000007883,ENSOANG00000010104,ENSMMUG00000009597
ENSG00000158792,ENSPPAG00000027459,ENSPTRG00000008486,ENSGALG00000044991,ENSMUSG00000033594,ENSGGOG00000010942,ENSMODG00000003496,ENSPPYG00000007671,ENSOANG00000004835,ENSMMUG00000002504
ENSG00000158805,ENSPPAG00000030560,ENSPTRG00000008487,ENSGALG00000000513,ENSMUSG00000001065,ENSGGOG00000010960,ENSMODG00000003479,ENSPPYG00000007673,ENSOANG00000004837,ENSMMUG00000002506
ENSG00000159842,ENSPPAG00000029873,ENSPTRG00000008518,ENSGALG00000004364,ENSMUSG00000017631,ENSGGOG00000016898,ENSMODG00000010001,ENSPPYG00000007766,ENSOANG00000012671,ENSMMUG00000008130
ENSG00000167522,ENSPPAG00000031546,ENSPTRG00000008476,ENSGALG00000006222,ENSMUSG00000035569,ENSGGOG00000015490,ENSMODG00000003740,ENSPPYG00000007663,ENSOANG00000006731,ENSMMUG00000017161
ENSG00000167693,ENSPPAG00000040300,ENSPTRG00000008513,ENSGALG00000004793,ENSMUSG00000020844,ENSGGOG00000015520,ENSMODG00000010025,ENSPPYG00000007763,ENSOANG00000009925,ENSMMUG00000011425
ENSG00000167695,ENSPPAG00000039485,ENSPTRG00000008508,ENSGALG00000004820,ENSMUSG00000069808,ENSGGOG00000015506,ENSMODG00000010047,ENSPPYG00000007758,ENSOANG00000001522,ENSMMUG00000023373
ENSG00000167699,ENSPPAG00000040952,ENSPTRG00000008511,ENSGALG00000027245,ENSMUSG00000017286,ENSGGOG00000015512,ENSMODG00000010038,ENSPPYG00000007761,ENSOANG00000009927,ENSMMUG00000011417
ENSG00000167703,ENSPPAG00000027856,ENSPTRG00000008527,ENSGALG00000002783,ENSMUSG00000038178,ENSGGOG00000007383,ENSMODG00000010353,ENSPPYG00000007774,ENSOANG00000002538,ENSMMUG00000017561
ENSG00000167705,ENSPPAG00000027773,ENSPTRG00000050009,ENSGALG00000002843,ENSMUSG00000038195,ENSGGOG00000005513,ENSMODG00000010382,ENSPPYG00000007776,ENSOANG00000004251,ENSMMUG00000002377
ENSG00000167711,ENSPPAG00000040012,ENSPTRG00000008536,ENSGALG00000002987,ENSMUSG00000038224,ENSGGOG00000026220,ENSMODG00000010263,ENSPPYG00000007781,ENSOANG00000010877,ENSMMUG00000002382
ENSG00000167716,ENSPPAG00000029411,ENSPTRG00000008535,ENSGALG00000026822,ENSMUSG00000045374,ENSGGOG00000016634,ENSMODG00000010501,ENSPPYG00000007780,ENSOANG00000010875,ENSMMUG00000002380
ENSG00000167842,ENSPPAG00000007020,ENSPTRG00000008635,ENSGALG00000001632,ENSMUSG00000040599,ENSGGOG00000010632,ENSMODG00000016640,ENSPPYG00000007873,ENSOANG00000000526,ENSMMUG00000046195
ENSG00000167874,ENSPPAG00000035566,ENSPTRG00000008711,ENSGALG00000001534,ENSMUSG00000045377,ENSGGOG00000015315,ENSMODG00000007429,ENSPPYG00000007936,ENSOANG00000001186,ENSMMUG00000008176
ENSG00000170310,ENSPPAG00000039187,ENSPTRG00000008753,ENSGALG00000001238,ENSMUSG00000020903,ENSGGOG00000006399,ENSMODG00000008471,ENSPPYG00000007970,ENSOANG00000012945,ENSMMUG00000009398
ENSG00000174231,ENSPPAG00000042753,ENSPTRG00000039576,ENSGALG00000002943,ENSMUSG00000020850,ENSGGOG00000005516,ENSMODG00000010480,ENSPPYG00000007777,ENSOANG00000004250,ENSMMUG00000004820
ENSG00000176715,ENSPPAG00000034173,ENSPTRG00000008471,ENSGALG00000035225,ENSMUSG00000015016,ENSGGOG00000016782,ENSMODG00000003855,ENSPPYG00000007659,ENSOANG00000031065,ENSMMUG00000023245
ENSG00000177370,ENSPPAG00000035115,ENSPTRG00000008517,ENSGALG00000004383,ENSMUSG00000020843,ENSGGOG00000038448,ENSMODG00000010014,ENSPPYG00000007765,ENSOANG00000012675,ENSMMUG00000008129
ENSG00000178971,ENSPPAG00000040776,ENSPTRG00000008734,ENSGALG00000032036,ENSMUSG00000020898,ENSGGOG00000002872,ENSMODG00000007871,ENSPPYG00000007954,ENSOANG00000015490,ENSMMUG00000001938
ENSG00000179314,ENSPPAG00000042670,ENSPTRG00000008639,ENSGALG00000005886,ENSMUSG00000020811,ENSGGOG00000004145,ENSMODG00000016639,ENSPPYG00000007875,ENSOANG00000010100,ENSMMUG00000010014
ENSG00000179409,ENSPPAG00000030072,ENSPTRG00000008509,ENSGALG00000004817,ENSMUSG00000049396,ENSGGOG00000015510,ENSMODG00000023170,ENSPPYG00000007759,ENSOANG00000009929,ENSMMUG00000030401
ENSG00000181031,ENSPPAG00000032054,ENSPTRG00000008504,ENSGALG00000037314,ENSMUSG00000020847,ENSGGOG00000034877,ENSMODG00000010146,ENSPPYG00000007753,ENSOANG00000002533,ENSMMUG00000038897
ENSG00000182853,ENSPPAG00000033838,ENSPTRG00000008607,ENSGALG00000017172,ENSMUSG00000020830,ENSGGOG00000011459,ENSMODG00000005563,ENSPPYG00000007842,ENSOANG00000006745,ENSMMUG00000012997
